radius,luminosity
0.0,0.0
0.01,2.6252454909740882e-6
0.02,2.465622728617606e-5
0.03,7.470142093779836e-5
0.04,0.00017632539272253666
0.05,0.00037440771763402436
0.06,0.0006070353557079721
0.07,0.0009761765134696186
0.08,0.0016501332231883177
0.09,0.002173232456618885
0.1,0.0028713061987702265
0.11,0.004022465202945501
0.12,0.005065434470315723
0.13,0.0069070152794693225
0.14,0.007532639088395594
0.15,0.008990998569134732
0.16,0.012199378823637402
0.17,0.012499849314783857
0.18,0.01661983491300929
0.19,0.02002039924471264
0.2,0.02214279274679726
0.21,0.023189580423705364
0.22,0.027798757564780677
0.23,0.030911418841044477
0.24,0.03648150294944313
0.25,0.04007323935421949
0.26,0.04387215551190791
0.27,0.04739212766357422
0.28,0.04902224197899716
0.29,0.05401230098271225
0.3,0.0648160973705341
0.31,0.060845135534775614
0.32,0.07379052209155915
0.33,0.07795655108692577
0.34,0.08357324676571815
0.35,0.09295105752002888
0.36,0.0990178062860378
0.37,0.09912584047556042
0.38,0.10374575936907875
0.39,0.11529512804103488
0.4,0.11596957585536462
0.41,0.12535723918371514
0.42,0.1302070678728297
0.43,0.14728244446356395
0.44,0.14677850655326632
0.45,0.14521664570810128
0.46,0.15425443389088433
0.47,0.1518099977331939
0.48,0.16774423838509944
0.49,0.16137887593556519
0.5,0.1665440413326023
0.51,0.18388626192034435
0.52,0.18325830282175387
0.53,0.1852458899643206
0.54,0.1923549463706477
0.55,0.19700002470959357
0.56,0.2040525247701397
0.57,0.21114896918474385
0.58,0.207832007348359
0.59,0.20187306349377632
0.6,0.2111182364285775
0.61,0.2246042453558721
0.62,0.22648783499765726
0.63,0.22030948494157013
0.64,0.24223973918077618
0.65,0.23614288181000928
0.66,0.2516140257761216
0.67,0.2421922419879523
0.68,0.2477469323737471
0.69,0.23724201483640828
0.7,0.2265262734033371
0.71,0.2279645472736514
0.72,0.2259682173168494
0.73,0.24445377752442632
0.74,0.24458160510215188
0.75,0.24181165156293513
0.76,0.2343684555755867
0.77,0.22457877824523384
0.78,0.24702702984974975
0.79,0.24095100171284672
0.8,0.2531586269691815
0.81,0.25675555659627514
0.82,0.23476146622833366
0.83,0.2310572860770176
0.84,0.21956822886803418
0.85,0.23868483385653633
0.86,0.26202544660852467
0.87,0.24263832617261957
0.88,0.2576478392753603
0.89,0.2419769706417262
0.9,0.24730774697276725
0.91,0.2516631156286122
0.92,0.2390419484806256
0.93,0.23316546466693813
0.94,0.23777363768211693
0.95,0.2547183609164765
0.96,0.23547820004846243
0.97,0.24669442450210002
0.98,0.24050365909099117
0.99,0.24753515832787715
1.0,0.2504613991085324
