radius,luminosity
0.0,0.0
0.01,3.110144104000127e-6
0.02,2.255974100215083e-5
0.03,8.659570099159072e-5
0.04,0.00018496533928564525
0.05,0.00032362614729783613
0.06,0.0006483073862456117
0.07,0.0008061171393834348
0.08,0.0012433705904874859
0.09,0.0023741569463062414
0.1,0.0028231993658589913
0.11,0.003849664293021816
0.12,0.005098725737619595
0.13,0.006915088727271872
0.14,0.008678089634740689
0.15,0.009004006194617907
0.16,0.01043092966591403
0.17,0.012019466171709821
0.18,0.01780996132026263
0.19,0.01614452652618393
0.2,0.024064071101080185
0.21,0.020036014577999008
0.22,0.025451538599381714
0.23,0.02875034844043929
0.24,0.03238893090221946
0.25,0.034553116639057906
0.26,0.04036396699983036
0.27,0.043638427161314525
0.28,0.049344206552661335
0.29,0.0639382056101108
0.3,0.06490076285349826
0.31,0.06804603838727105
0.32,0.07299893652660876
0.33,0.07254617793015972
0.34,0.0772981475309801
0.35,0.08438169939199237
0.36,0.10555045492340917
0.37,0.09325494055446741
0.38,0.09882115977236636
0.39,0.11949279292789645
0.4,0.12609435219900256
0.41,0.1258079298990911
0.42,0.13024922934490335
0.43,0.1579854743418942
0.44,0.14614640071405258
0.45,0.15115392748363649
0.46,0.1798065465531768
0.47,0.157812812458607
0.48,0.1812279172951276
0.49,0.16865633748575473
0.5,0.15054299963592305
0.51,0.1877989612343585
0.52,0.18180204502694003
0.53,0.1703717643130991
0.54,0.18595641858296172
0.55,0.21008593375171103
0.56,0.19553465634758802
0.57,0.2166957837047589
0.58,0.22698110580463554
0.59,0.22733548685611887
0.6,0.2127724934651532
0.61,0.20053097287433638
0.62,0.19117481450067825
0.63,0.2247996494082009
0.64,0.184224617612527
0.65,0.21306476744923125
0.66,0.20832513863710853
0.67,0.2322446979354282
0.68,0.25072515943229157
0.69,0.2565831297731507
0.7,0.2519795080179057
0.71,0.2286275074741423
0.72,0.26311693823237137
0.73,0.2445760263257473
0.74,0.23264349496390566
0.75,0.2428807015977357
0.76,0.19276017936587717
0.77,0.24536327100116664
0.78,0.22640468588996743
0.79,0.23644973692851562
0.8,0.2150531782864378
0.81,0.277566871903669
0.82,0.22966658074083657
0.83,0.25781968529948746
0.84,0.25109635078599957
0.85,0.2475610644001674
0.86,0.27079783052840356
0.87,0.2411865681512369
0.88,0.25634029433599737
0.89,0.2370983749318347
0.9,0.2414922493559636
0.91,0.23329414027593637
0.92,0.20776426125030753
0.93,0.2093350045656067
0.94,0.27219833210624705
0.95,0.26860203516008496
0.96,0.2287912631480685
0.97,0.24339177575318116
0.98,0.2375214029503225
0.99,0.2202939956512755
1.0,0.23159940892674827
